0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.040277846,-0.0882084,-0.22224362,-0.0290758,-0.13062987,0.105627134,0.06266864,0.1404922,0.10949125,0.11359337,0.19795966,0.33135062,-0.022593664,0.06059631,0.1711068,0.043795995,0.36062112,-0.09956249
0.03943815,0.3222245,0.015381172,0.09397873,0.33468062,0.25575304,0.21786094,0.473025,0.13349137,0.23130578,-0.10250142,0.33670342,0.14530876,-0.08603343,0.24143964,0.042929783,0.40128908,-0.032328553
0.22277561,0.25467062,0.11539191,0.3182066,0.29944748,0.20100373,0.21558738,0.33203107,0.106734216,0.031686522,-0.06711389,0.07881996,0.14017591,-0.10031921,0.15326144,0.025355719,0.22838125,0.13455343
0.17413586,0.24862777,0.19100435,0.34486768,0.20059368,0.053410552,0.18192305,-0.044835158,0.10317348,-0.17262113,0.052327283,-0.15421736,0.017405033,0.122948915,0.04608517,-0.1052804,-0.15039697,0.3471053
0.43844008,0.16107354,-0.027579423,0.083903775,0.12136813,0.25673494,0.28618848,0.07060676,0.009119928,0.189637,0.2562171,0.2011273,0.16751897,-0.0023470637,0.100500315,0.20607634,0.3048116,-0.076314166
0.037122764,0.47210953,0.021493815,-0.07517674,0.38187355,0.45344317,0.23213744,0.29789332,0.21077701,0.2240454,0.04794565,0.37904364,0.18647632,0.07074203,0.33980238,0.10421501,0.35580283,-0.04605667
0.14208117,-0.18913835,-0.28913864,-0.01818424,-0.19287264,-0.11045401,-0.20212087,-0.13815129,-0.012117134,0.059277862,-0.019981537,0.06892359,-0.1330767,-0.114498205,-0.28508303,-0.09439418,-0.155613,-0.26169044
0.054689437,0.37360853,0.32418203,0.13843423,0.3608539,0.3383037,0.37141466,0.15254727,0.0396601,0.08000917,0.11323574,0.17241007,0.14092216,0.32118216,0.2319976,0.088157654,0.33266616,0.42785507
0.14991522,0.17725492,0.048000652,0.17837566,0.22273731,0.29177707,0.31299114,0.26579833,0.12809214,0.10236794,0.13275388,0.20927767,0.14973128,0.19342986,0.31200576,0.14962709,0.44596723,0.11791435
0.055073258,-0.14841823,-0.10288544,0.2756427,-0.16227901,-0.15070982,0.040444035,0.16915369,0.32034057,0.097769395,0.07022138,0.20949459,0.18630368,-0.089704596,0.14034155,0.09117725,0.10277888,0.024047425
-0.0964907,0.17350113,-0.17884593,-0.07081828,0.13217211,0.17436475,0.29127026,0.18436086,0.29540467,0.26394996,0.12421168,0.30506074,0.12470539,0.07443586,0.39230984,0.17184836,0.36332145,-0.09451693
0.08157393,0.4633263,0.1467306,-0.0622141,0.40755945,0.41171908,0.24343671,0.37645414,0.14077237,0.15922247,-0.048322342,0.25002548,0.08260869,0.05907446,0.25673264,-0.02391604,0.31889397,0.17313114
0.18472926,0.2963798,0.030206066,0.48349386,0.30024365,0.2856398,0.29097885,0.20773429,0.25372073,0.088513926,0.08921468,0.04755782,0.22054763,0.021400634,0.14550614,0.100195944,0.11281112,-0.038859654
0.111325294,0.12736174,0.029041022,0.021028344,0.17360556,0.20219085,0.07079439,0.33909214,0.26182383,0.14358032,0.032769475,0.34403354,0.1473451,-0.008894864,0.17200966,0.08170152,0.30238542,-0.16995707
0.017508287,0.2273483,0.013470704,0.18884878,0.2100648,0.25350535,0.2181145,0.1398615,0.022622855,0.060502455,0.20229231,0.19633974,0.13123025,0.112523966,0.1553493,0.09549116,0.32590353,0.10971327
0.16775659,0.3791566,0.0907433,0.07252098,0.3858676,0.27546424,0.4056124,0.4042133,0.08273925,0.25613824,0.13743585,0.24856435,0.24346253,0.20509684,0.29659775,0.14879584,0.33469218,0.12974645
0.06534876,0.52472365,0.20173952,0.031143116,0.42610124,0.46063334,0.44583923,0.36071622,0.2104891,0.24025263,0.040607043,0.4127271,0.23342566,0.2718128,0.36737317,0.16840589,0.45829195,0.23566431
