0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
-0.054806568,-0.11467238,-0.23821197,-0.06914833,0.37147263,0.23658231,0.09705924,0.029505258,0.16067335,0.08770259,-0.15995876,-0.20519456,-0.13496193,-0.23468727,0.12537009,0.1532045,0.20673367,0.32987356,0.11772751,0.33684614,0.10578327,-0.08618057,0.11233089,-0.08905971,0.09708277,-0.21039808,-0.13674305,0.043566935,0.33580273,-0.18923202,-0.11899063,-0.088766664,0.04744963,0.016650539,0.27624527,-0.26323766,-0.13107462,0.14768451,0.050729103,-0.22329295,0.13322587,0.09810406,-0.12096904,-0.0072659138,-0.12320132,0.27588415,-0.08951498,0.004496935,-0.09417115,-0.16155055,-0.12448276,-0.032953255,-0.1313066,0.052224975,0.07212555,0.095483765,0.1831716,0.119609274,0.4549294,-0.09371075,-0.1535478,0.01796565,0.069211,-0.085726395,0.17101797,-0.08826999,0.087112755
0.31989148,0.19618699,0.18584457,0.037459813,0.29054236,0.47712547,0.40628546,0.02651269,0.1615442,0.39814448,0.10712385,-0.0571386,0.17115787,0.13637498,0.22467093,0.16037764,0.32106936,0.33858418,-0.06273901,0.38225788,0.3337169,0.30699557,0.15091756,-0.018602008,0.40620106,0.14244856,-0.048577745,0.15422696,0.21731344,0.13576522,0.17862426,0.015441246,0.45684427,-0.103051506,-0.024658848,-0.050146595,0.117153876,0.13714957,0.117337495,-0.005371017,0.36679482,0.5460275,0.015291674,0.34049475,0.10881892,0.2277316,0.34088162,0.32573628,0.34155276,-0.013776025,0.21415368,0.00318257,0.26364535,0.17676887,0.33874148,0.2576276,0.35542434,0.2028128,0.33331108,0.3478623,0.2931769,0.43487823,-0.061721943,0.012557678,0.35434422,-0.023212,0.4514144
0.20199901,0.33519438,0.34836355,-0.028537238,0.25620508,0.47860593,0.30771178,-0.0035303351,0.24338353,0.3435201,0.20976527,0.17962924,0.02564608,0.30964363,0.114670664,0.024268277,0.093533896,0.17583385,-0.088189036,0.22301033,0.32721007,0.28446937,0.13905717,0.11783048,0.3077502,0.09875512,-0.13415003,0.061200947,0.10967138,0.13251254,0.24208179,0.15605652,0.3648047,0.02644518,0.013440254,0.20783478,0.21935052,0.29243165,0.27099138,0.18226047,0.19146822,0.31157833,0.11980299,0.3068242,0.21067582,0.16115063,0.19911325,0.29253185,0.30218726,0.16665989,0.1655837,-0.13738148,0.20593044,0.18059634,0.21205907,0.110221356,0.30756873,0.26644292,0.18540592,0.25251463,0.36685076,0.24593452,-0.04004056,0.14906512,0.16478959,-0.086594686,0.28709918
-0.028306922,0.28541386,0.12866995,-0.15564127,0.1971158,-0.2490087,0.03027555,-0.0050149756,0.09050642,0.10932606,0.095988914,0.30209,-0.08359478,0.14822948,-0.039295547,-0.027268484,-0.3232569,-0.0963269,0.13262092,-0.17384842,0.22209679,0.09515786,0.039110053,0.13832304,0.030418478,-0.0076069264,-0.19370589,-0.05732509,-0.12135126,0.076938406,0.13230637,0.25320703,0.06869668,0.15720215,0.124129064,0.2104892,0.073237985,-0.019376133,0.17498094,0.3148948,-0.21386173,-0.15815066,0.20096308,0.10135471,0.23631935,-0.028622199,0.0023245588,0.03881916,0.18416736,0.12613758,0.14908826,-0.20521805,-0.019953314,0.03658566,0.018490728,-0.15649328,0.0011983672,0.008521944,-0.12604207,0.07178592,0.29972064,-0.10362408,-0.069909334,0.30580792,-0.09109084,-0.16991249,-0.16838992
0.3938434,-0.0878502,-0.1482866,-0.024285348,0.31286937,0.049586672,0.43996948,-0.015804816,0.5139837,0.21487173,-0.013216809,-0.16602767,0.12178507,-0.12754047,0.3276869,0.24708807,0.24235293,0.080983885,0.2584026,0.37470338,0.15684235,0.17304707,0.27223578,-0.08432623,0.4399206,0.0033741873,-0.1831291,0.16123825,0.07614492,0.047862478,0.12683095,-0.0961076,0.27128214,0.1952234,0.30127764,0.04605625,0.1543237,0.20863087,0.12404029,0.11156203,0.16884485,0.38493544,-0.10622312,0.27867603,0.27863926,0.47169626,0.14976978,0.25534517,0.12718326,0.19384377,0.17282766,0.08793768,0.07369772,0.18850501,0.4059307,0.0392922,0.1877063,0.13785815,0.25799,0.10762122,0.16789055,0.1686126,0.06738888,0.15793154,0.30295682,-0.07368495,0.373253
0.10684456,0.15844494,0.0076435627,0.049261965,0.33084935,0.113896325,0.14077438,0.05727096,-0.13469706,0.30814242,0.043958187,0.06393769,0.19290581,-0.024812587,0.24207202,0.31462568,0.20096485,0.34753722,0.14271109,0.1196226,0.119905345,0.06732571,0.21220374,-0.017440721,0.14066207,0.26928216,0.07307464,0.22067264,0.29145783,0.21245033,0.013853488,-0.043612413,0.29548985,0.06400038,0.2547058,-0.24905661,-0.02646384,-0.0131713115,-0.09111182,-0.10245904,0.19305645,0.28874415,0.044826154,0.36828813,0.064623065,0.16125831,0.36637348,0.1982214,0.36684102,-0.022536177,0.07537695,0.101405635,0.11390278,0.10972667,0.21097142,0.1825958,0.25848794,0.084507525,0.3368689,0.36465114,0.1731981,0.25177845,0.024996117,-0.09406392,0.3025217,0.057816822,0.28629923
0.19046548,-0.08863041,-0.12528776,0.23608813,-0.2282732,-0.091378264,0.016325101,-0.070010856,-0.29144317,-0.0464074,-0.16260876,0.09913309,-0.11856495,-0.04420191,0.05671993,0.04506714,-0.16220626,-0.10430078,-0.12365562,-0.13050792,-0.26087332,0.07027543,-0.046024077,-0.18671334,0.016243543,-0.21033537,0.24339539,-0.119318224,-0.23243383,-0.26176843,-0.22293988,-0.21278292,-0.040273663,0.48431587,0.43965757,-0.21283174,-0.33250737,0.06835733,-0.024381455,-0.24928641,-0.18965492,-0.060464367,-0.17543519,-0.040925443,-0.031365767,-0.15154187,-0.209228,0.134747,-0.15892129,0.009685247,-0.083150744,-0.040109724,-0.11328708,0.14465907,0.117973246,-0.14315622,-0.089675516,0.15638672,-0.17391832,-0.18715417,-0.09976719,-0.13257647,-0.013348946,-0.0068565677,-0.04758758,0.08063955,0.117456004
0.06457601,0.103844844,0.2058827,0.017612878,0.34538326,0.3831308,0.24583614,0.082317226,0.18568213,0.414267,-0.026297826,0.17276472,0.20664039,0.16071752,0.18680443,0.18501243,0.5122349,0.11298413,0.21938199,0.2946247,0.17001957,0.17709205,0.22717026,0.251057,0.24587515,0.14379682,-0.139669,0.15398899,0.098022565,0.004127129,-0.06945149,0.24329036,0.32191485,-0.013971319,0.27552933,-0.11897467,-0.13617025,0.37844318,-0.03243714,-0.04436765,0.612606,0.38815808,0.22637258,0.36294955,0.048425183,0.46325502,0.26748323,0.29737976,0.3775314,0.002634091,-0.044837236,0.022727638,0.24051882,0.36261556,0.20062926,0.5197676,0.22923338,0.45147058,0.29027557,0.25984222,0.17879085,0.2586277,0.07302871,0.11062241,0.23737828,-0.07330855,0.21760806
0.16948882,0.13466483,0.010434555,-0.008705239,0.3942132,0.5697298,0.37163305,0.23178057,0.31610078,0.37509707,0.0804237,-0.11663489,0.1608818,-0.05344768,0.21539313,0.25195235,0.3849184,0.25511497,0.18276772,0.3424685,0.34826642,0.22284842,0.25917986,0.077322006,0.3716797,0.13315856,-0.13847384,0.1826613,0.2529124,0.19710183,0.233409,0.050863817,0.36985093,-0.10240472,0.11270197,0.09090379,0.15954292,0.32945687,0.2821538,0.13408688,0.43837136,0.3579132,0.037975386,0.27800018,0.15691645,0.4752233,0.22775567,0.26333004,0.2299496,0.020606458,0.16473061,0.006538044,0.11005095,0.2037589,0.34480476,0.2877268,0.316804,0.27860594,0.41469437,0.1841807,0.18207446,0.28987888,0.10371655,0.00572836,0.23190871,-0.036476158,0.33803964
0.0068488037,0.23350607,-0.045510814,-0.037033092,-0.017495234,0.16531861,0.10599032,0.042998925,-0.010533421,-0.054662537,0.2580166,-0.012925532,-0.08126794,-0.013944398,0.08087061,0.048628934,-0.05010105,0.2019437,0.019410064,-0.017539145,0.09426145,0.05610954,0.12730542,0.12827548,0.10601696,-0.14445308,-0.0046021184,0.037134092,0.14528522,-0.014205757,0.10905239,0.11803217,0.04710055,0.1519038,0.15646374,0.02260059,0.06562551,0.19223547,0.3380303,-0.06250403,-0.068825975,-0.047997728,0.09019297,-0.03614294,-0.0032679765,0.010113137,-0.08362214,0.09609167,-0.14916205,-0.13634814,0.09380624,0.015757442,-0.07285504,-0.004872543,0.071252875,0.019698698,0.061060622,0.13811818,0.11327869,-0.1006462,-0.021671912,-0.037245624,-0.00871982,0.1868155,0.04838225,0.04123894,0.11328572
