0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.026702913,-0.07482797,-0.28645656,-0.029054794,-0.13396122,0.12484526,0.032193933,0.19225872,0.13182518,0.12546822,0.16172518,0.30202955,-0.21607852,0.02452429,0.2412164,-0.012235437,0.39129674,-0.01925574
0.04149724,0.3327058,-0.10266909,-0.034176286,0.2916526,0.2501664,0.2595924,0.5706388,0.16507232,0.21250278,-0.14720407,0.25588,0.059956696,-0.13442332,0.21493751,0.011146183,0.40159848,-0.07796193
0.24369594,0.27094606,0.06423728,0.06276814,0.2526287,0.2038804,0.39316007,0.42871687,0.17533939,0.027443679,-0.033248313,0.0006389916,0.33237013,-0.10210249,0.20742717,0.30499414,0.27543756,0.124491945
0.18563303,0.19048168,0.26289767,0.1762348,0.11596048,0.022253558,0.27290568,0.0048439316,0.14887974,-0.19493084,0.03873706,-0.1956132,0.42340535,0.1686381,0.10115908,0.15213637,-0.09934254,0.27425304
0.4138634,0.036530722,-0.18390864,0.17673431,0.022072282,0.1974825,0.117107294,0.04226727,-0.023261858,0.12114747,0.21908385,0.13734777,-0.21332547,-0.113679975,0.10451988,0.1955863,0.27267417,-0.023054808
0.021133943,0.42358434,-0.10207287,-0.10472743,0.3101194,0.44603485,0.02062576,0.33451128,0.18866566,0.21184213,-0.088730305,0.32584408,-0.10705449,0.003483026,0.21893987,-0.18182503,0.29128262,-0.1977267
0.11387651,-0.2259314,-0.25344515,0.03061394,-0.24866965,-0.13989627,-0.28321293,-0.22524264,-0.09579781,0.04443844,-0.109224305,0.08110542,-0.14999321,-0.12553026,-0.3250874,-0.2956375,-0.21790065,-0.2726782
0.029344628,0.29631746,0.28690127,0.09066818,0.25466615,0.27464134,0.35434523,0.18836085,0.050100587,0.03439401,0.059234105,0.06417308,-0.13463539,0.35455433,0.26837787,-0.018208422,0.33458647,0.3429957
0.124890804,0.1502528,-0.083430424,-0.041031923,0.14205542,0.25360286,0.33732694,0.2845175,0.14837925,0.08335416,0.107393034,0.09964161,-0.050247926,0.13886152,0.36290145,0.17011869,0.45522127,0.14963524
0.070107155,-0.12796956,-0.14730266,0.17481658,-0.1528085,-0.14906748,0.03944254,0.16598035,0.32125354,0.12466846,0.027146203,0.19449311,0.2289968,-0.13709527,0.20188832,0.06085044,0.13156088,-0.011453435
