0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.18259655,-0.1994628,-0.19440743,-0.05624146,-0.18024999,-0.11299174,-0.1606197,-0.16184348,-0.14254169,0.0738109,-0.07587639,0.10918523,-0.20791975,-0.24113767,-0.096660696,-0.22379181,-0.082549624,-0.23554412
-0.17187184,-0.22468834,-0.20164359,-0.03685286,-0.21465257,-0.1348321,-0.19349363,-0.17133127,-0.14806947,0.06445202,-0.039758686,0.117981754,-0.20438662,-0.2286461,-0.13545941,-0.20926943,-0.122819826,-0.25292715
0.07275395,-0.00047585613,-0.12760115,0.027559388,-0.060861595,0.0995048,0.08907311,0.15506445,0.16739807,0.2950688,0.20015931,0.32857257,-0.058461294,0.08070245,0.16087195,0.09056586,0.23339188,-0.05848788
0.06813213,-0.042240713,-0.13560419,0.011670715,-0.09087607,0.09568178,0.10462251,0.11794202,0.11703873,0.2574264,0.2369846,0.27292314,-0.09793838,0.09966797,0.16136709,0.12148449,0.2282729,-0.035358265
-0.13375108,-0.16901043,-0.05192107,0.039422266,-0.123960614,0.064809084,0.044237718,-0.06057882,-0.12388987,0.1204375,-0.022932118,-0.007240258,-0.10810155,0.011874466,-0.012504901,-0.15281074,-0.02713141,-0.121324316
-0.046659872,-0.15734398,-0.02601433,0.05581536,-0.12270808,0.09520484,0.07080782,-0.022908516,-0.07473843,0.1556454,-0.02404285,0.050438445,-0.06905001,0.024028571,-0.0005738699,-0.12286521,0.02952211,-0.10847932
0.23339629,-0.09706787,-0.03236323,0.3114678,-0.10333902,-0.076904565,0.14235699,0.052700784,0.16038387,0.013177591,0.07105181,-0.08295762,0.26743147,-0.04019229,0.03751661,0.1973987,-0.027155781,0.027800702
0.27912506,-0.061788235,0.0016213108,0.2779078,-0.04709276,-0.0109049985,0.19623786,0.10490075,0.21207158,0.052825265,0.12938951,-0.033261493,0.29632357,-0.009364391,0.12650274,0.26304784,0.053901654,0.08657242
0.22451377,-0.06781466,0.029083628,0.28663972,-0.07127292,-0.08621508,0.178924,0.10864809,0.14021178,0.058562722,0.07294616,-0.046230763,0.13194026,0.067248836,0.111889094,0.21194567,0.001848706,0.027187007
0.24817654,-0.01768947,0.05450244,0.3135823,-0.019377474,-0.006694929,0.20234236,0.16249712,0.20334591,0.10516723,0.10924678,-0.00240636,0.19563033,0.10155399,0.13367482,0.23134811,0.041642837,0.05747882
0.21082367,0.35538405,0.26005834,0.07736204,0.3772177,0.2959806,0.17820579,0.18978783,0.17504461,0.31417426,0.14123188,0.154069,-0.0264407,0.40935326,0.12198741,0.13784435,0.061982714,0.007152985
0.17778446,0.3289051,0.24574484,0.07853458,0.34380656,0.29115036,0.18061303,0.1928842,0.1602464,0.32141888,0.1711563,0.15282533,-0.036699124,0.4236514,0.10217238,0.12904496,0.044556074,0.0121016605
-0.045427844,-0.17148116,-0.16033138,-0.015590455,-0.21837819,0.17753865,-0.0013304004,0.04179308,0.05062598,0.21650289,-0.007814123,0.23205477,-0.122925155,-0.07164568,0.10711299,-0.14927985,0.16253038,-0.18904303
-0.03895302,-0.13275194,-0.13276789,0.007914828,-0.18713982,0.2034771,0.013607778,0.089641206,0.08127436,0.2514687,0.010988498,0.28749195,-0.078653485,-0.07606025,0.12137786,-0.11495091,0.19133806,-0.17543745
0.5141221,0.041342974,0.13996525,0.19889896,0.053966317,0.23604402,0.1777955,0.16527902,0.11443539,0.15546755,0.3717463,0.09688998,0.013822517,0.24438697,0.1272051,0.31479886,0.12530765,0.19785602
0.5050135,0.026843285,0.10998743,0.15901636,0.042817153,0.23516162,0.16617599,0.1487264,0.08865811,0.142869,0.3862284,0.07138384,0.004193384,0.22758979,0.09627399,0.3276224,0.10722189,0.19456074
